subject,set,pattern,complexity_rating,beauty_rating,rtime,trial,previous_complexity_rating,previous_beauty_rating,density,entropy,mean_entropy,H_2,H_mean,LSC,KC,intricacy_4,intricacy_8,local_asymm,Hasymm,Vasymm,quadtree,neighbourhood_size,tot_outertot,IC,num_active_rules
01tbfesn,4,185,54,71,6547,41,64,56,0.3022222222222222,0.883990387745888,0.842092992311643,3.3950797537029787,4.501423739052982,0.8310923480896513,221.4289478970137,17,2,0.0,0.0,0.0,48,5,outertot,1,6
01tbfesn,4,186,59,66,9773,42,54,71,0.6577777777777778,0.9269293612321838,0.829582377915933,3.441696335644698,4.548736864563265,0.840813531469749,262.31363699236323,38,14,0.0,0.0,0.0,57,5,outertot,1,7
01tbfesn,4,192,48,52,136229,43,59,66,0.3422222222222222,0.9269293612321838,0.834235540039406,3.462663647601006,4.542946147446775,0.8594233672717421,271.91362141327795,51,31,0.0,0.0,0.0,75,9,outertot,1,9
01tbfesn,4,206,55,60,8119,44,48,52,0.5022222222222222,0.99998575111318,0.9088798502732346,3.7361838911029768,4.612033950045919,0.9334376333717854,278.4248665303936,74,3,0.0,0.0,0.0,75,5,outertot,1,6
01tbfesn,4,188,38,53,5828,45,55,60,0.6044444444444445,0.9682913167012346,0.911636815646224,3.3906046322973937,4.522865026624872,0.8484520381984131,278.24644258514286,24,8,0.0,0.0,0.0,70,5,outertot,1,5
01tbfesn,4,172,37,34,5990,46,38,53,0.2266666666666666,0.7721551435804815,0.7181659036694277,2.511690996332878,4.267858807944419,0.6774374357777267,251.2232741665152,5,5,0.0,72.54901960784314,37.25490196078432,33,5,tot,3,2
01tbfesn,4,208,56,74,8398,47,37,34,0.4444444444444444,0.9910760598382222,0.8529854464771358,3.721039696971081,4.576363387115706,0.9401158433528926,269.35733252526177,29,21,0.0,0.0,0.0,66,5,outertot,1,5
01tbfesn,4,177,46,60,8377,48,56,74,0.3066666666666666,0.8892881527272397,0.7372077859237137,2.811003162823125,4.396108157598649,0.7280607133803797,242.2115885910421,11,9,0.0132901313229567,68.11594202898551,66.66666666666666,47,9,outertot,3,6
01tbfesn,4,212,48,42,9107,49,46,60,0.4933333333333333,0.999871756640849,0.90458534961759,3.91299239353266,4.641572775234654,0.9572821612229108,273.43233360188407,27,8,0.0002874617549999,48.64864864864865,45.04504504504504,64,9,outertot,2,4
01tbfesn,4,215,54,42,8600,50,48,42,0.5288888888888889,0.9975906044732844,0.8959026474499269,3.962023597779473,4.642918153461763,0.9618408540431556,273.16589142515977,42,11,0.0012862568662742,39.49579831932773,43.69747899159664,68,9,outertot,3,6
01tbfesn,4,190,57,69,7851,51,54,42,0.7155555555555555,0.8614362250994667,0.8169320544077272,3.5384230943925106,4.567241457597473,0.8539525937566746,227.4376734876768,34,6,0.0,0.0,0.0,61,5,outertot,1,7
01tbfesn,4,180,46,35,12051,52,57,69,0.2533333333333333,0.8165187119538281,0.7564682278328461,3.1754881820809424,4.489199916190804,0.788813485880369,241.50534055349544,21,16,0.012268389596622,71.9298245614035,49.122807017543856,52,9,outertot,2,7
01tbfesn,4,194,38,64,7204,53,46,35,0.48,0.9988455359952018,0.7833934920843191,3.1284460887717485,4.341474322846952,0.8789389103669669,241.6954820065296,4,4,0.0,0.0,0.0,53,5,outertot,1,6
01tbfesn,4,168,39,34,8165,54,38,64,0.12,0.5293608652873644,0.5872770062654971,1.8927561608132064,4.075274486622528,0.4802905972742281,156.78725382097983,4,2,0.0,48.14814814814815,0.0,24,9,outertot,2,4
01tbfesn,4,216,57,43,11049,55,39,34,0.48,0.9988455359952018,0.897520296126529,3.973572174928497,4.651170098419376,0.9633861282208762,280.2594651527048,39,11,0.002089512099508,52.77777777777778,45.37037037037037,71,9,outertot,3,6
01tbfesn,4,175,58,82,11372,56,57,43,0.4622222222222222,0.9958781583419282,0.8100877730108191,2.7843263919963253,4.082447919110726,0.701199482769476,214.2166145684008,6,6,0.0,0.0,0.0,42,5,outertot,1,8
01tbfesn,4,172,44,39,9583,57,58,82,0.2266666666666666,0.7721551435804815,0.7181659036694277,2.511690996332878,4.267858807944419,0.6774374357777267,251.2232741665152,5,5,0.0,72.54901960784314,37.25490196078432,33,5,tot,3,2
01tbfesn,4,181,45,39,12809,58,44,39,0.2844444444444444,0.8614362250994667,0.7359574256609632,3.266915541423881,4.540672003798272,0.8034787339515819,255.9504425385739,45,21,0.0,0.0,0.0,65,5,outertot,1,5
01tbfesn,4,202,55,52,6880,59,45,39,0.3777777777777777,0.9564574047992596,0.8769160936465692,3.750117144759932,4.600925307619812,0.9224263366115611,266.1366944596236,31,4,0.0089046493203856,69.41176470588235,0.0,58,9,outertot,2,4
01tbfesn,4,204,64,52,4936,60,55,52,0.5422222222222223,0.9948500379612876,0.9100935054393486,3.771849977119592,4.602999794755511,0.9310315622882503,275.7975295877216,30,7,0.0032242710076509,41.80327868852459,31.967213114754102,70,9,outertot,2,4
0dkmq0qq,1,49,68,36,5552,1,50,50,0.4488888888888889,0.9924491812352424,0.8982006560716038,3.925608427182188,4.643005746416266,0.9561865806476444,274.5953560569316,34,7,0.0026343015281237,43.56435643564357,58.415841584158414,62,9,outertot,3,7
0dkmq0qq,1,28,60,71,4289,2,68,36,0.7111111111111111,0.8672816222000259,0.8428158268952234,3.495610066565898,4.562675735390929,0.8428551357130332,260.9354038518319,38,14,0.0,0.0,0.0,60,9,outertot,1,10
0dkmq0qq,1,46,53,37,4896,3,60,71,0.5511111111111111,0.9924491812352424,0.9018158769986208,3.906338732332287,4.620831399083084,0.952405065322396,269.52874620222946,23,9,0.0,12.903225806451612,10.483870967741936,64,9,outertot,2,9
0dkmq0qq,1,31,46,41,5766,4,53,37,0.5111111111111111,0.999643749677856,0.9201450244441036,3.498200803950987,4.541809090869188,0.8616630801301176,280.24857972545203,19,4,0.0011140737231213,32.17391304347826,49.56521739130435,71,9,outertot,3,4
0dkmq0qq,1,48,37,70,3675,5,46,41,0.4266666666666667,0.9844268978000114,0.887093841055894,3.845131459107593,4.6112875194135965,0.9548833500531432,259.83398327968035,30,18,0.0,0.0,0.0,70,5,outertot,1,5
0dkmq0qq,1,42,47,63,5130,6,37,70,0.4444444444444444,0.9910760598382222,0.8834989040727754,3.799038682671778,4.550600095736039,0.9403083366016084,259.7526929832021,53,21,0.0,0.0,0.0,74,5,outertot,1,6
0dkmq0qq,1,29,29,72,3380,7,47,63,0.7288888888888889,0.8430544963339179,0.802559784724668,3.4887152663175898,4.550198834249482,0.8445920264321606,230.30047634359323,14,6,0.0,0.0,0.0,55,5,outertot,1,6
0dkmq0qq,1,10,20,20,3242,8,29,72,0.6444444444444445,0.9389320105807948,0.5303555627320639,2.618531927750484,3.8745534690587022,0.6613870922920304,161.24535037541838,4,4,0.010694132747545,11.03448275862069,16.551724137931036,35,9,outertot,2,12
0dkmq0qq,1,19,41,75,3175,9,20,20,0.3022222222222222,0.883990387745888,0.7370499367261202,3.2301177888861763,4.500234155276659,0.8053077372317506,262.250075957498,62,26,0.0,0.0,0.0,70,9,outertot,1,9
0dkmq0qq,1,5,16,59,3668,10,41,75,0.1111111111111111,0.5032583347756457,0.5737478083281895,1.9875950664687791,4.079521841025872,0.4812365503351412,155.11442056588356,11,3,0.0,0.0,0.0,26,5,outertot,1,6
0dkmq0qq,1,44,46,44,4140,11,16,59,0.5911111111111111,0.975913351755244,0.8763395042131542,3.88416273525728,4.624367399645442,0.9440777940253114,271.63187607545626,37,10,0.0,0.0,0.0,71,5,outertot,1,6
0dkmq0qq,1,37,50,49,3751,12,46,44,0.5866666666666667,0.9782176659354248,0.9188295866879052,3.3705954488005343,4.491681987721906,0.8856523366055318,217.27816303178463,36,4,0.0,0.0,0.0,70,5,outertot,1,5
0dkmq0qq,1,11,23,21,2839,13,50,49,0.3644444444444444,0.946310677714848,0.8076892026702797,2.6159823022055675,4.294471066472367,0.6976182337084913,210.314002351464,5,5,0.027736327434063,68.29268292682927,24.390243902439025,34,9,outertot,3,6
0dkmq0qq,1,13,23,26,2377,14,23,21,0.3688888888888889,0.94981513001055,0.7512282262967575,2.996619569148269,4.417270092952023,0.7737943552982004,246.56937922166455,8,6,0.0157882383301948,48.19277108433735,44.57831325301205,48,9,outertot,3,6
0dkmq0qq,1,17,20,21,2406,15,23,26,0.2622222222222222,0.8300812555906454,0.6934953794824105,3.219796958492241,4.475725690953996,0.7988204205098253,238.54017136628545,29,18,0.0369266022599802,76.27118644067797,67.79661016949152,51,9,outertot,2,7
0dkmq0qq,1,9,22,48,6584,16,20,21,0.84,0.6343095546405662,0.6458958422620074,2.6343200478436213,4.390211753086388,0.6402292997106651,232.9775385909387,25,9,0.0,0.0,0.0,43,5,outertot,1,6
0dkmq0qq,1,47,29,24,2838,17,22,48,0.4711111111111111,0.9975906044732844,0.8888675115179371,3.928448001638024,4.644028981567391,0.9535621502450036,262.592156942426,30,9,0.0007457731514766,43.39622641509434,49.0566037735849,66,5,tot,3,3
0dkmq0qq,1,43,24,27,2399,18,29,24,0.5155555555555555,0.9993016941704445,0.906503889898998,3.8338318774545312,4.624753947923636,0.94333086914126,272.8720748053182,28,4,0.0014250589563063,38.793103448275865,44.82758620689656,68,9,outertot,3,4
0dkmq0qq,1,45,28,26,2413,19,24,27,0.4266666666666667,0.9844268978000114,0.8779005412398734,3.8147008546176,4.588036986890819,0.9491483888636308,275.94387055945344,49,21,0.0,0.0,0.0,76,5,outertot,1,5
0dkmq0qq,1,6,24,26,2426,20,28,26,0.2844444444444444,0.8614362250994667,0.8466219899079815,2.171463481746481,3.6260173645958815,0.4966981740916264,141.15018265380797,117,2,0.0,0.0,0.0,53,5,outertot,1,5
0dkmq0qq,1,34,21,20,4326,21,24,26,0.6622222222222223,0.9226762997922612,0.8586679463206763,3.625437662998988,4.503366358407943,0.879249606699661,256.82260777487284,16,8,0.0,0.0,0.0,63,5,outertot,1,6
0dkmq0qq,1,36,17,18,3504,22,21,20,0.6577777777777778,0.9269293612321838,0.8151576903059713,3.643868007333736,4.548882559108927,0.8840367795437026,259.4764948626644,50,26,0.0,0.0,0.0,74,5,outertot,1,7
0dkmq0qq,1,40,16,19,2756,23,17,18,0.5333333333333333,0.9967916319816366,0.8067635634826359,3.5467163996285644,4.5225859345379975,0.901754254458113,247.5749960379489,19,15,0.0,0.0,0.0,55,5,outertot,1,6
0dkmq0qq,1,2,9,4,3277,24,16,19,0.0888888888888888,0.4327501587887541,0.4153406677125513,1.5916236039447111,3.799946088963168,0.401406035472308,159.25409680921044,9,4,0.0477881250315894,75.0,75.0,24,9,outertot,3,3
0dkmq0qq,1,36,29,52,2507,25,9,4,0.6577777777777778,0.9269293612321838,0.8151576903059713,3.643868007333736,4.548882559108927,0.8840367795437026,259.4764948626644,50,26,0.0,0.0,0.0,74,5,outertot,1,7
0dkmq0qq,1,52,62,63,4238,26,29,52,0.4444444444444444,0.9910760598382222,0.8920726817848396,3.943663111279229,4.563354103225019,0.9610401725016806,281.075544861954,49,9,0.0,0.0,0.0,68,5,outertot,1,5
0dkmq0qq,1,24,17,17,2644,27,62,63,0.4711111111111111,0.9975906044732844,0.8414987740756381,3.1796877382162907,4.487853255868457,0.8165419500971918,250.3833378540156,9,9,0.0022192922546539,60.37735849056604,52.83018867924528,48,9,outertot,3,6
0dkmq0qq,1,20,16,19,2228,28,17,17,0.5822222222222222,0.9804044567321308,0.7319956187621729,3.3168020398563707,4.485729954241807,0.806706846559348,248.4815740693205,21,5,0.0031442997053091,12.213740458015266,12.213740458015266,49,5,outertot,2,7
0dkmq0qq,1,18,14,17,2200,29,16,19,0.4133333333333333,0.9782176659354248,0.7939755763548031,3.1002273397448548,4.368363992657665,0.8036177158217979,195.10381201161968,10,10,0.0,0.0,0.0,46,5,outertot,1,6
0dkmq0qq,1,15,14,15,2256,30,14,17,0.2844444444444444,0.8614362250994667,0.7443716630142473,3.150857018244849,4.486723858878807,0.7911538526080101,257.9686492276249,24,18,0.0322443835203196,73.4375,76.5625,54,9,outertot,2,7
0dkmq0qq,1,9,12,14,2317,31,14,15,0.84,0.6343095546405662,0.6458958422620074,2.6343200478436213,4.390211753086388,0.6402292997106651,232.9775385909387,25,9,0.0,0.0,0.0,43,5,outertot,1,6
0dkmq0qq,1,27,15,16,2584,32,12,14,0.2666666666666666,0.8366407419411673,0.8352603326685074,3.3249324934261013,4.5296875581456,0.8206908709077161,262.67717966768186,14,2,0.0,45.0,25.0,49,9,outertot,2,11
0dkmq0qq,1,44,15,16,2647,33,15,16,0.5911111111111111,0.975913351755244,0.8763395042131542,3.88416273525728,4.624367399645442,0.9440777940253114,271.63187607545626,37,10,0.0,0.0,0.0,71,5,outertot,1,6
0dkmq0qq,1,8,16,17,2693,34,15,16,0.7955555555555556,0.7307284173995949,0.5182179823637807,2.3265203231642038,4.12949962769011,0.5927836025534274,187.86207420492823,16,12,0.0707859661698,11.1731843575419,20.11173184357542,43,9,outertot,2,8
0dkmq0qq,1,30,13,18,2604,35,16,17,0.68,0.904381457724494,0.7933015998764742,3.432470280337081,4.542719206263433,0.8509743611242978,234.28388916553445,30,14,0.0,0.0,0.0,62,5,outertot,1,6
0dkmq0qq,1,14,51,56,3482,36,13,18,0.3911111111111111,0.9655128454140404,0.9028114385356212,2.995992517431482,4.432577977046702,0.786020991593775,272.48941544847065,117,2,0.0,0.0,0.0,74,5,outertot,1,5
0dkmq0qq,1,4,7,82,3044,37,51,56,0.0933333333333333,0.4474992550368635,0.4179320853363434,1.8423709931771088,3.9245019247113127,0.447033277852109,204.22219631432935,22,22,0.0,0.0,0.0,38,9,outertot,1,7
0dkmq0qq,1,51,13,12,2467,38,7,82,0.4933333333333333,0.999871756640849,0.9006693571320635,3.94338504426144,4.6481392971192665,0.9597437290774592,278.04414768720045,31,13,0.0005669221324487,40.54054054054054,46.84684684684685,72,9,outertot,3,6
0dkmq0qq,1,38,39,55,3551,39,13,12,0.68,0.904381457724494,0.7942299155009224,3.668895767774771,4.570656473743843,0.8914512980315428,248.60797879571692,33,9,0.0,0.0,0.0,64,5,outertot,1,7
0dkmq0qq,1,41,37,62,2831,40,39,55,0.6044444444444445,0.9682913167012346,0.8874728272121595,3.683702265234978,4.579693128761329,0.919023155478392,249.8203529913677,8,8,0.0,0.0,0.0,60,5,outertot,1,8
0dkmq0qq,1,26,17,77,2969,41,37,62,0.2666666666666666,0.8366407419411673,0.8245341469306843,3.3200324883281587,4.477568557707633,0.8198086695438103,250.08843875680284,34,3,0.0,0.0,0.0,50,5,outertot,1,7
0dkmq0qq,1,25,30,82,3011,42,17,77,0.7466666666666667,0.8165187119538281,0.808851944802754,3.2077753638742323,4.494296246266988,0.8186851951423069,257.89910639935465,16,16,0.0,0.0,0.0,54,5,outertot,1,8
0dkmq0qq,1,54,79,18,3681,43,30,82,0.4577777777777778,0.9948500379612876,0.90410694767453,3.966154308569232,4.651391544736232,0.9622036396298352,278.7200491677576,30,8,0.004012444444975,53.398058252427184,46.601941747572816,65,9,outertot,3,6
0dkmq0qq,1,33,76,32,2612,44,79,18,0.6666666666666666,0.9182958340544896,0.7899124125563094,3.56544392499132,4.585989910339907,0.8714105754840443,254.0935625388947,40,14,0.0038733442165801,24.666666666666668,38.0,63,9,outertot,2,10
0dkmq0qq,1,39,44,49,2665,45,76,32,0.4133333333333333,0.9782176659354248,0.8370572245713606,3.240521360403052,4.270144229755426,0.8968360453992711,262.89239403346875,26,26,0.0,0.0,0.0,56,9,outertot,1,7
0dkmq0qq,1,35,50,50,2502,46,44,49,0.3555555555555555,0.9389320105807948,0.8519422702275217,3.586990529088856,4.569720800477699,0.8830375113014826,275.41510424191006,51,27,0.0,0.0,0.0,70,5,outertot,1,6
0dkmq0qq,1,1,5,6,3346,47,50,50,0.0355555555555555,0.2215295581483614,0.1427133301491873,0.7472055335479586,2.50091311526335,0.1925005594005758,126.30815660941616,7,3,0.0342441645169903,87.5,100.0,9,9,outertot,3,3
0dkmq0qq,1,3,7,9,2343,48,5,6,0.1066666666666666,0.4897790136869375,0.553139062982422,1.7423998106322292,3.976120345333928,0.4394213284490668,134.2572845811036,3,3,0.0,58.333333333333336,0.0,22,9,outertot,2,4
0dkmq0qq,1,53,50,23,2667,49,7,9,0.4711111111111111,0.9975906044732844,0.9021120726850876,3.95626812216234,4.648057137533047,0.9622585112657972,277.8498818977005,43,8,0.0024187374500524,54.71698113207547,56.60377358490566,73,9,outertot,3,6
0dkmq0qq,1,7,18,18,2302,50,50,23,0.3644444444444444,0.946310677714848,0.7426756093659671,2.4875556634505798,4.245552846326737,0.5713133387170234,205.6399666290341,2,2,0.0,0.0,15.853658536585366,27,9,outertot,2,12
0dkmq0qq,1,50,15,16,2694,51,18,18,0.4755555555555555,0.9982752029076148,0.8875995010350607,3.925808759307092,4.638295429588181,0.956708454042084,260.6767284807664,28,13,0.000777232658288,47.66355140186916,51.4018691588785,70,5,tot,3,3
0dkmq0qq,1,23,70,42,2693,52,15,16,0.6977777777777778,0.883990387745888,0.8190435673601555,3.2085670100875863,4.550030435963782,0.8107256046167418,273.7455576595107,61,29,0.0,0.0,0.0,74,5,outertot,1,7
0dkmq0qq,1,54,69,46,1946,53,70,42,0.4577777777777778,0.9948500379612876,0.90410694767453,3.966154308569232,4.651391544736232,0.9622036396298352,278.7200491677576,30,8,0.004012444444975,53.398058252427184,46.601941747572816,65,9,outertot,3,6
0dkmq0qq,1,21,59,46,5917,54,69,46,0.2711111111111111,0.8430544963339179,0.7708686353516896,3.255500792946081,4.409307787696544,0.8083092438759916,264.6037115186218,42,26,0.0,0.0,0.0,64,9,outertot,1,7
