patternname,patternnum,set,density,entropy,mean_entropy,H_2,H_mean,LSC,KC,intricacy_4,intricacy_8,local_asymm,Hasymm,Vasymm,quadtree,neighbourhood_size,tot_outertot,IC,num_active_rules
patterns/15by15/experiment/set1/SC0.193_symm0.05_KC126.3_9neigh_outertot_code224_IC3_iter35.png,1,1,0.035555555555555556,0.22152955814836148,0.1427133301491873,0.7472055335479586,2.50091311526335,0.19250055940057584,126.30815660941617,7,3,0.034244164516990326,87.5,100.0,9,9,outertot,3,3
patterns/15by15/experiment/set1/SC0.401_symm0.07_KC159.3_9neigh_outertot_code224_IC3_iter20.png,2,1,0.08888888888888889,0.4327501587887541,0.4153406677125513,1.5916236039447111,3.7999460889631678,0.401406035472308,159.25409680921044,9,4,0.047788125031589496,75.0,75.0,24,9,outertot,3,3
patterns/15by15/experiment/set1/SC0.439_symm0.00_KC134.3_9neigh_outertot_code736_IC2_iter10.png,3,1,0.10666666666666667,0.48977901368693755,0.553139062982422,1.7423998106322292,3.9761203453339276,0.4394213284490668,134.2572845811036,3,3,0.0,58.333333333333336,0.0,22,9,outertot,2,4
patterns/15by15/experiment/set1/SC0.447_symm0.00_KC204.2_9neigh_outertot_code85507_IC1_iter30.png,4,1,0.09333333333333334,0.4474992550368635,0.4179320853363434,1.8423709931771086,3.9245019247113127,0.44703327785210906,204.22219631432938,22,22,0.0,0.0,0.0,38,9,outertot,1,7
patterns/15by15/experiment/set1/SC0.481_symm0.00_KC155.1_5neigh_outertot_code374_IC1_iter05.png,5,1,0.1111111111111111,0.5032583347756457,0.5737478083281895,1.9875950664687791,4.079521841025872,0.48123655033514123,155.11442056588356,11,3,0.0,0.0,0.0,26,5,outertot,1,6
patterns/15by15/experiment/set1/SC0.497_symm0.00_KC141.2_5neigh_outertot_code174_IC1_iter09.png,6,1,0.28444444444444444,0.8614362250994667,0.8466219899079815,2.171463481746481,3.6260173645958824,0.4966981740916264,141.15018265380795,117,2,0.0,0.0,0.0,53,5,outertot,1,5
patterns/15by15/experiment/set1/SC0.571_symm0.00_KC205.6_9neigh_outertot_code256746_IC2_iter15.png,7,1,0.36444444444444446,0.946310677714848,0.7426756093659671,2.4875556634505793,4.245552846326737,0.5713133387170234,205.63996662903412,2,2,0.0,0.0,15.853658536585366,27,9,outertot,2,12
patterns/15by15/experiment/set1/SC0.593_symm0.11_KC187.9_9neigh_outertot_code191044_IC2_iter35.png,8,1,0.7955555555555556,0.7307284173995949,0.5182179823637807,2.3265203231642033,4.12949962769011,0.5927836025534274,187.86207420492826,16,12,0.07078596616980007,11.1731843575419,20.11173184357542,43,9,outertot,2,8
patterns/15by15/experiment/set1/SC0.640_symm0.00_KC233.0_5neigh_outertot_code497_IC1_iter35.png,9,1,0.84,0.6343095546405662,0.6458958422620074,2.6343200478436213,4.390211753086388,0.6402292997106651,232.9775385909387,25,9,0.0,0.0,0.0,43,5,outertot,1,6
patterns/15by15/experiment/set1/SC0.661_symm0.02_KC161.2_9neigh_outertot_code256746_IC2_iter20.png,10,1,0.6444444444444445,0.9389320105807949,0.5303555627320639,2.618531927750484,3.8745534690587022,0.6613870922920304,161.24535037541838,4,4,0.010694132747545049,11.03448275862069,16.551724137931036,35,9,outertot,2,12
patterns/15by15/experiment/set1/SC0.698_symm0.05_KC210.3_9neigh_outertot_code196623_IC3_iter10.png,11,1,0.36444444444444446,0.946310677714848,0.8076892026702797,2.6159823022055675,4.294471066472367,0.6976182337084913,210.314002351464,5,5,0.02773632743406307,68.29268292682927,24.390243902439025,34,9,outertot,3,6
