pattern,complexity_response,beauty_response,rt,is_repeated,trial
164,6,10,12005,False,1
206,60,72,12759,False,2
186,60,75,10132,False,3
200,7,49,8335,False,4
210,92,43,11636,False,5
213,33,53,9154,False,6
202,96,87,9080,True,7
214,99,16,9776,False,8
172,1,1,7401,False,9
212,86,71,7054,False,10
205,86,43,6978,False,11
192,31,32,8275,False,12
195,58,39,10410,False,13
201,96,87,10235,True,14
183,78,31,7353,True,15
173,16,26,7155,False,16
165,2,0,7909,False,17
184,61,40,8843,False,18
196,6,14,8750,False,19
207,97,96,6967,False,20
193,53,30,8977,True,21
189,24,10,9855,False,22
166,13,1,6538,False,23
179,60,35,7146,False,24
176,1,5,4518,False,25
211,64,8,19105,False,26
201,88,96,5734,True,27
171,6,5,4085,False,28
202,100,100,9211,True,29
188,17,32,5060,False,30
187,50,9,8064,False,31
180,53,15,7681,False,32
215,80,17,5927,False,33
181,28,1,6032,False,34
208,80,68,6704,False,35
178,96,89,6862,False,36
216,90,59,6428,False,37
191,37,30,8111,False,38
190,51,25,8847,False,39
185,28,11,4902,False,40
198,81,70,4747,False,41
204,97,95,7271,False,42
193,10,8,4710,True,43
168,6,15,5884,False,44
177,41,48,6552,False,45
203,88,91,5231,False,46
169,12,35,9633,False,47
182,21,22,6152,False,48
197,2,2,4670,False,49
167,9,21,5095,True,50
163,1,1,4128,False,51
194,1,12,4425,False,52
183,24,23,4947,True,53
170,11,34,5442,False,54
199,61,37,5468,False,55
174,62,55,6528,True,56
175,2,6,4823,False,57
167,16,36,3992,True,58
209,75,93,6031,False,59
174,17,17,5201,True,60
