pattern,complexity_response,beauty_response,rt,is_repeated,trial
207,75,48,6718,False,1
177,49,15,17285,False,2
216,66,22,7799,False,3
172,10,12,4622,False,4
191,16,72,6543,True,5
178,11,31,5542,False,6
169,19,12,6679,False,7
192,13,78,5830,False,8
203,50,17,5695,False,9
194,9,92,5702,True,10
208,17,79,7799,True,11
185,16,81,4830,False,12
173,12,62,5310,False,13
187,61,12,5431,False,14
198,26,82,5471,False,15
209,31,25,5495,False,16
205,14,77,6719,False,17
212,54,13,7895,False,18
213,29,59,5047,False,19
210,61,14,4742,False,20
165,7,6,6167,False,21
200,20,15,7103,True,22
182,9,59,5295,False,23
190,11,64,4822,False,24
214,50,16,7343,False,25
199,11,49,5303,False,26
208,16,69,5967,True,27
184,59,11,4302,False,28
195,48,11,5863,False,29
176,7,85,4511,True,30
170,29,8,7614,False,31
193,16,72,4703,False,32
215,62,47,8158,False,33
189,52,46,7815,True,34
163,6,41,6503,False,35
189,56,47,6375,True,36
188,12,62,4926,False,37
171,33,28,4975,False,38
168,17,20,7511,False,39
164,4,6,4694,False,40
211,48,31,5598,False,41
166,12,82,4135,False,42
197,10,82,4447,False,43
180,50,39,6174,False,44
175,11,83,3950,False,45
183,15,78,4535,False,46
204,57,28,5494,False,47
176,11,75,3654,True,48
174,16,48,6926,False,49
179,17,78,4174,False,50
200,37,31,4287,True,51
194,11,72,5190,True,52
181,23,54,6191,False,53
167,16,9,5518,False,54
196,11,71,4102,False,55
206,20,58,9726,False,56
191,18,58,6759,True,57
201,23,62,5271,False,58
186,19,50,5870,False,59
202,29,40,9415,False,60
